20020407,INT3307,8.7
17020761,INT3307,2.8
20020410,INT3307,5.8
20020015,INT3307E,3.4
21020465,INT3307E,8.6
20020412,INT3307,7.8
20020105,INT3307,7.4
21021498,INT3307E,3.6
18020070,INT3307,6.7
19020103,INT3307E,5.6
20020419,INT3307,5.3
18020634,INT3307,3.8
18020024,INT3307E,4.0
19020100,INT3307E,2.4
21020520,INT3307E,0
17020818,INT3307,7.8
17021159,INT3307,2.2
18020669,INT3307,9.3
20020056,INT3307,5.0
18020723,INT3307E,2.9
20020428,INT3307,4.8
19020107,INT3307E,3.4
19020338,INT3307,6.7
19020339,INT3307,5.2
20020431,INT3307,7.1
20020433,INT3307,2.6
20020202,INT3307,9.6
19020172,INT3307,0.1
19020347,INT3307,10
21020469,INT3307E,8.3
19020361,INT3307,6.1
20020439,INT3307,4.1
19020360,INT3307,3.7
19020113,INT3307E,2.9
19021333,INT3307E,6.5
20020060,INT3307,8.8
21020471,INT3307E,9.7
20020447,INT3307,7.1
17021199,INT3307,4.0
20020205,INT3307,10
18020945,INT3307,3.6
18020950,INT3307E,8.2
20020459,INT3307,0.4
20020066,INT3307,8.0
19021347,INT3307E,4.7
20020210,INT3307,2.7
19020407,INT3307,5.6
19020402,INT3307,3.2
19020065,INT3307E,7.9
20020308,INT3307E,5.2
21020386,INT3307,0.2
20020069,INT3307,8.4
20020469,INT3307,0
18021117,INT3307,5.0
20020470,INT3307,2.6
21020239,INT3307E,10
21020244,INT3307E,7.6
19020085,INT3307,8.4
19020444,INT3307,3.5
20020473,INT3307,6.5
21020793,INT3307,5.1
20020479,INT3307,7.3
18021254,INT3307E,8.3
19020456,INT3307,0
19020458,INT3307,5.3
20020483,INT3307,5.6
20020487,INT3307,9.3
21021547,INT3307E,2.9
19021378,INT3307E,5.3
17021088,INT3307,10
21020393,INT3307,1.3
18021348,INT3307,6.6
19021384,INT3307E,8.8
21020396,INT3307,7.2
20020326,INT3307E,6.2
20021478,INT3307E,4.0
18021433,INT3307E,7.4
20021080,PES1070,5.3
22025529,PES1070,7.7
22022577,PES1070,6.4
21021555,PES1070,8.1
22027163,PES1070,4.2
20020625,PES1070,8.7
20020166,PES1070,6.3
21021069,PES1070,6.1
20021215,PES1070,7.5
21020165,PES1070,4.0
21021070,PES1070,3.0
20021218,PES1070,5.8
20021083,PES1070,4.4
20021219,PES1070,1.3
22026554,PES1070,4.4
20020188,PES1070,2.9
19020877,PES1070,8.6
20021606,PES1070,6.0
20020334,PES1070,7.0
21020535,PES1070,1.9
20021086,PES1070,4.1
21020607,PES1070,9.2
20021221,PES1070,4.0
20020130,PES1070,1.4
20021304,PES1070,6.6
20021496,PES1070,8.5
21020042,PES1070,2.6
20021092,PES1070,9.4
19021149,PES1070,3.4
20021093,PES1070,8.6
21021458,PES1070,6.4
21020720,PES1070,3.0
20020514,PES1070,0.9
20020038,PES1070,6.1
20020637,PES1070,5.2
21021159,PES1070,4.7
20021500,PES1070,5.7
22028017,PES1070,7.6
21021467,PES1070,9.4
20021504,PES1070,3.9
21020176,PES1070,1.6
22025184,PES1070,8.0
21020461,PES1070,6.0
20021318,PES1070,4.4
20021320,PES1070,10
18020399,PES1070,3.9
21020181,PES1070,2.5
21020182,PES1070,3.6
20020388,PES1070,4.8
21021473,PES1070,2.1
20021507,PES1070,10
22025175,PES1070,5.0
21020618,PES1070,1.2
20021327,PES1070,1.0
21021477,PES1070,10
21021478,PES1070,6.4
18020303,PES1070,7.4
21020013,PES1070,3.4
20021333,PES1070,4.8
20020522,PES1070,6.0
20021336,PES1070,7.5
21020514,PES1070,3.0
20021519,PES1070,6.5
20021337,PES1070,6.7
20020890,PES1070,7.8
21020977,PES1070,6.0
21020307,PES1070,3.7
20020891,PES1070,10
20021231,PES1070,10
19021261,PES1070,4.9
21020980,PES1070,7.9
20020653,PES1070,5.2
20021122,PES1070,2.5
21021487,PES1070,5.4
20020524,PES1070,3.4
21020315,PES1070,9.0
21020197,PES1070,7.0
21021488,PES1070,6.5
20021350,PES1070,4.1
21021489,PES1070,9.2
21020017,PES1070,2.5
21021493,PES1070,6.5
21020464,PES1070,5.3
19020923,PES1070,3.4
21021496,PES1070,0
21020122,PES1070,10
20021532,PES1070,7.8
22022584,PES1070,5.5
19021460,PES1070,6.4
21020630,PES1070,3.4
22022159,PES1070,4.8
21020203,PES1070,6.9
21020328,PES1070,4.9
20021537,PES1070,4.6
22028223,PES1070,6.9
21020330,PES1070,3.2
20020672,PES1070,10
22021186,PES1070,4.6
21020204,PES1070,9.5
22028119,PES1070,5.3
19020100,PES1070,5.1
19021295,PES1070,8.8
20021543,PES1070,7.2
19020928,PES1070,4.8
22024136,PES1070,3.5
21020267,PES1070,7.1
20021241,PES1070,4.0
20020056,PES1070,0
21020211,PES1070,7.7
20021150,PES1070,0.9
21020639,PES1070,4.0
19021071,PES1070,1.2
20020260,PES1070,2.7
20021382,PES1070,3.6
19021479,PES1070,5.1
20021244,PES1070,2.0
21020544,PES1070,7.6
21020644,PES1070,3.7
21020645,PES1070,2.1
20020539,PES1070,6.9
22021216,PES1070,9.5
20021245,PES1070,0.6
21020215,PES1070,7.5
22022547,PES1070,0
20020814,PES1070,2.7
20020685,PES1070,10
20021157,PES1070,7.9
21020217,PES1070,7.6
22021136,PES1070,8.5
19021081,PES1070,5.5
20020172,PES1070,8.6
20020223,PES1070,3.9
22022193,PES1070,0
20021163,PES1070,8.7
22025109,PES1070,3.6
20021252,PES1070,5.0
20021399,PES1070,5.9
20021170,PES1070,8.4
20020452,PES1070,2.7
20021172,PES1070,10
21020224,PES1070,7.1
20020454,PES1070,5.9
20021253,PES1070,8.8
21020225,PES1070,9.5
22024184,PES1070,1.2
21020083,PES1070,0.1
21020084,PES1070,5.0
21020226,PES1070,8.4
21021014,PES1070,10
20020701,PES1070,9.7
21020733,PES1070,3.2
22022597,PES1070,10
21020228,PES1070,10
20021411,PES1070,6.6
22021119,PES1070,6.8
20021259,PES1070,6.0
21020379,PES1070,8.8
21020784,PES1070,7.6
20020462,PES1070,5.0
21021532,PES1070,5.4
22021523,PES1070,8.4
21021227,PES1070,5.6
20021262,PES1070,0.9
20021572,PES1070,9.5
20020247,PES1070,6.2
20021423,PES1070,8.6
20021424,PES1070,5.0
20021428,PES1070,5.1
20021577,PES1070,3.2
22029104,PES1070,6.6
20021180,PES1070,10
20021433,PES1070,9.0
20021580,PES1070,7.5
20021434,PES1070,4.6
20020839,PES1070,10.0
20020716,PES1070,8.7
20020216,PES1070,6.7
20021186,PES1070,1.8
20020719,PES1070,2.5
20021583,PES1070,7.3
20021188,PES1070,5.0
20020842,PES1070,5.1
21021041,PES1070,7.5
22026545,PES1070,6.6
21020406,PES1070,3.8
19020171,PES1070,6.4
19021116,PES1070,10
20021195,PES1070,0
20021450,PES1070,4.4
21020797,PES1070,2.5
20020250,PES1070,0
20020849,PES1070,5.6
20021270,PES1070,1.2
20020560,PES1070,9.6
20020482,PES1070,5.2
20020727,PES1070,5.8
22021126,PES1070,7.5
20021455,PES1070,7.4
22022177,PES1070,2.5
20021461,PES1070,10
20021273,PES1070,5.9
20021594,PES1070,8.2
20021598,PES1070,6.6
20020864,PES1070,8.7
20021475,PES1070,1.5
20021476,PES1070,8.2
21021063,PES1070,5.6
21020673,PES1070,4.9
20021278,PES1070,10
20021479,PES1070,4.9
20020505,PES1070,7.7
22026535,PES1070,8.0
20020745,AGT3015,4.6
20020509,AGT3015,6.7
20020510,AGT3015,10
20020511,AGT3015,5.1
20020513,AGT3015,4.5
20020514,AGT3015,5.3
20020516,AGT3015,3.0
20020517,AGT3015,3.6
20020518,AGT3015,1.4
20020520,AGT3015,5.4
20020521,AGT3015,2.6
20020522,AGT3015,4.5
20020253,AGT3015,3.0
20020524,AGT3015,8.8
20020525,AGT3015,4.6
20021607,AGT3015,0.2
20020529,AGT3015,3.3
20020530,AGT3015,2.5
20020531,AGT3015,6.7
20020532,AGT3015,4.3
20020533,AGT3015,0
20020534,AGT3015,0.5
20020338,AGT3015,8.2
20020536,AGT3015,3.8
20020538,AGT3015,6.4
20020539,AGT3015,7.0
20020541,AGT3015,4.1
20020542,AGT3015,5.8
20020544,AGT3015,7.3
20020547,AGT3015,7.7
20020548,AGT3015,2.6
20020549,AGT3015,4.2
20020550,AGT3015,6.3
20020552,AGT3015,0.8
20020555,AGT3015,10
20020558,AGT3015,3.5
20020559,AGT3015,7.5
20020560,AGT3015,6.5
20020561,AGT3015,5.3
20021604,AGT3015,9.2
20020562,AGT3015,5.8
20020563,AGT3015,10
20020565,AGT3015,10
20020566,AGT3015,7.8
20020568,AGT3015,2.7
20021280,PES1030,4.6
20021481,PES1030,2.2
20020128,PES1030,5.6
20021289,PES1030,4.1
20021293,PES1030,2.1
21021559,PES1030,4.8
20021490,PES1030,5.1
20021491,PES1030,7.8
20021299,PES1030,7.7
21020170,PES1030,2.6
20021302,PES1030,8.5
20021494,PES1030,7.4
20021306,PES1030,4.4
21021461,PES1030,5.0
20020181,PES1030,8.5
20020285,PES1030,5.9
20021317,PES1030,5.3
20020286,PES1030,4.2
21021570,PES1030,10
21021574,PES1030,6.3
20021331,PES1030,6.7
20020291,PES1030,8.4
20020077,PES1030,3.2
19021256,PES1030,1.8
20021340,PES1030,10
21020624,PES1030,5.0
20021342,PES1030,6.5
20021349,PES1030,5.9
21021584,PES1030,0
21021585,PES1030,5.6
20021356,PES1030,4.7
21020532,PES1030,1.9
21020627,PES1030,8.1
21021492,PES1030,3.4
21021589,PES1030,3.2
21021590,PES1030,5.4
20021361,PES1030,8.0
20021533,PES1030,5.0
20021363,PES1030,7.4
20021364,PES1030,7.2
20020322,PES1030,6.0
21021505,PES1030,3.0
20021536,PES1030,10
21021594,PES1030,7.8
20020016,PES1030,5.9
20020323,PES1030,2.7
20020139,PES1030,7.5
21020467,PES1030,1.6
21021599,PES1030,1.4
21020692,PES1030,6.3
21021600,PES1030,4.3
20020141,PES1030,3.5
20020182,PES1030,10
20021378,PES1030,2.2
20021379,PES1030,4.6
21021604,PES1030,10
21020690,PES1030,10
20021383,PES1030,3.0
20020324,PES1030,10
20021389,PES1030,2.1
20021550,PES1030,5.1
20021392,PES1030,7.9
20021394,PES1030,5.6
20020301,PES1030,7.9
20021556,PES1030,5.5
20020147,PES1030,5.9
21021619,PES1030,5.5
20020303,PES1030,10
20020304,PES1030,1.1
20021406,PES1030,5.3
20020305,PES1030,4.1
20021564,PES1030,5.2
20021566,PES1030,5.7
21021624,PES1030,4.8
20021570,PES1030,5.0
20020306,PES1030,8.6
20020307,PES1030,5.9
21021629,PES1030,9.5
20021419,PES1030,4.9
20021426,PES1030,2.5
20021427,PES1030,5.0
20021429,PES1030,3.9
21020703,PES1030,7.2
20021430,PES1030,9.5
20021431,PES1030,3.4
21021634,PES1030,9.2
21021635,PES1030,2.5
21021637,PES1030,9.5
20021436,PES1030,6.3
20021439,PES1030,1.6
20021441,PES1030,7.7
20020313,PES1030,5.3
20021444,PES1030,5.7
20020157,PES1030,8.1
20021451,PES1030,3.4
19020118,PES1030,2.9
20021454,PES1030,6.6
20020083,PES1030,5.5
21021640,PES1030,4.4
20021459,PES1030,7.5
20021460,PES1030,8.6
21021644,PES1030,10
21021645,PES1030,8.9
21021646,PES1030,3.7
20021473,PES1030,7.3
21021648,PES1030,10
21020710,PES1030,6.0
21020039,PES1015,6.0
22022660,PES1015,4.8
22025162,PES1015,2.0
22029039,PES1015,4.1
22022138,PES1015,8.0
22028242,PES1015,4.0
22021579,PES1015,10
22028210,PES1015,5.7
22029042,PES1015,4.7
21021259,PES1015,3.6
21021397,PES1015,7.0
21020160,PES1015,3.6
21021261,PES1015,5.2
22028243,PES1015,5.9
22026178,PES1015,6.6
20020955,PES1015,2.9
22028136,PES1015,4.8
22028279,PES1015,6.9
20020509,PES1015,5.7
21020558,PES1015,0.1
22029084,PES1015,6.4
22028332,PES1015,4.2
21021265,PES1015,6.2
21020166,PES1015,8.9
20020959,PES1015,3.0
22028330,PES1015,6.2
20021084,PES1015,9.0
22021162,PES1015,4.8
22029057,PES1015,7.1
22028257,PES1015,10
22026168,PES1015,3.8
22028053,PES1015,5.6
21020606,PES1015,10
21021267,PES1015,9.9
22025509,PES1015,2.1
20020123,PES1015,10
21021268,PES1015,4.4
22028233,PES1015,2.7
20020873,PES1015,3.3
22022640,PES1015,10
22028216,PES1015,2.9
22023504,PES1015,6.2
21020957,PES1015,7.6
22028106,PES1015,6.9
22028147,PES1015,3.1
21021455,PES1015,5.1
22029078,PES1015,5.4
21021456,PES1015,4.9
21020481,PES1015,7.9
22028329,PES1015,8.4
22021587,PES1015,5.2
22028200,PES1015,8.3
21021270,PES1015,3.8
22021195,PES1015,2.3
22023126,PES1015,7.4
22028083,PES1015,7.8
22021576,PES1015,4.7
22029105,PES1015,7.2
22029045,PES1015,6.7
21020890,PES1015,7.1
21020806,PES1015,3.7
22029076,PES1015,5.6
21021271,PES1015,8.7
21020861,PES1015,1.7
19021004,PES1015,7.2
21020538,PES1015,0
22028203,PES1015,2.9
20020374,PES1015,4.8
19021006,PES1015,7.8
19021005,PES1015,5.2
22022516,PES1015,4.9
21020580,PES1015,6.7
22028173,PES1015,2.1
22021211,PES1015,8.2
22028135,PES1015,2.7
22022200,PES1015,5.0
20020878,PES1015,2.8
22029103,PES1015,9.4
20020576,PES1015,2.1
22029041,PES1015,7.3
19021023,PES1015,4.9
22021203,PES1015,4.0
20020766,PES1015,9.0
21020893,PES1015,7.4
20020641,PES1015,9.4
21020009,PES1015,7.5
22023107,PES1015,4.2
20020973,PES1015,2.8
22029066,PES1015,1.0
21020967,PES1015,0
22028255,PES1015,7.7
21020178,PES1015,5.6
21020809,PES1015,7.0
21020810,PES1015,3.0
22023172,PES1015,6.6
22024557,PES1015,4.8
21020894,PES1015,8.6
22028009,PES1015,2.5
22025505,PES1015,10
22023170,PES1015,2.5
21021276,PES1015,6.0
21020180,PES1015,10
22025177,PES1015,8.7
21020560,PES1015,3.2
22025149,PES1015,6.1
22028308,PES1015,6.2
22028007,PES1015,7.6
21021278,PES1015,8.5
22026533,PES1015,5.2
22028334,PES1015,6.5
22028273,PES1015,5.0
22029025,PES1015,8.0
22028113,PES1015,8.9
21021283,PES1015,6.5
22028133,PES1015,6.6
21020969,PES1015,2.5
21021079,PES1015,4.2
20021109,PES1015,7.3
22028236,PES1015,8.0
22023505,PES1015,2.2
22028218,PES1015,6.3
20020886,PES1015,5.3
22026530,PES1015,4.1
21021409,PES1015,8.3
21020184,PES1015,2.3
21020106,PES1015,6.4
21021286,PES1015,7.5
20020009,PES1015,7.3
20021513,PES1015,6.9
21020972,PES1015,4.5
22029100,PES1015,9.1
21020973,PES1015,3.8
21020759,PES1015,4.0
20021115,PES1015,8.1
21020817,PES1015,6.2
21020900,PES1015,3.5
22028139,PES1015,2.6
22022657,PES1015,8.3
21020901,PES1015,0.5
22028100,PES1015,3.0
22028184,PES1015,10
21020486,PES1015,5.4
21021292,PES1015,7.3
21021294,PES1015,7.2
22028096,PES1015,7.9
20021521,PES1015,7.2
22029085,PES1015,5.1
21021296,PES1015,2.5
22021165,PES1015,7.6
22022513,PES1015,5.6
21021483,PES1015,6.8
22029034,PES1015,3.6
22025161,PES1015,6.1
22026138,PES1015,4.5
22029083,PES1015,9.3
19021261,PES1015,9.1
22028325,PES1015,5.6
22028091,PES1015,6.4
22028129,PES1015,10
22029065,PES1015,7.9
21020622,PES1015,5.4
22026118,PES1015,10
22022179,PES1015,9.8
22029012,PES1015,7.0
21021298,PES1015,6.6
22028265,PES1015,8.8
20020397,PES1015,9.9
21021579,PES1015,3.7
21020488,PES1015,8.8
22028247,PES1015,8.5
22028178,PES1015,0
20021233,PES1015,10
22028287,PES1015,2.2
22029081,PES1015,9.4
20020661,PES1015,2.6
22026106,PES1015,10
22028221,PES1015,3.6
22028304,PES1015,3.3
20021355,PES1015,5.0
22028328,PES1015,10
22028289,PES1015,3.2
20021530,PES1015,4.8
21020265,PES1015,6.0
21020909,PES1015,3.2
21020819,PES1015,3.9
22023148,PES1015,3.2
22029088,PES1015,5.0
21021657,PES1015,7.8
21020201,PES1015,10
22028306,PES1015,6.7
22025100,PES1015,10
22021144,PES1015,9.2
21020866,PES1015,5.2
22029079,PES1015,2.5
20021531,PES1015,9.1
22022654,PES1015,6.6
18020556,PES1015,4.2
21020434,PES1015,10
22028150,PES1015,10
22028006,PES1015,6.9
20021235,PES1015,7.7
21020629,PES1015,5.7
21020323,PES1015,7.9
22029052,PES1015,8.2
21020465,PES1015,10
20020412,PES1015,7.1
22028266,PES1015,9.1
20020105,PES1015,5.4
21021498,PES1015,4.2
20020413,PES1015,7.4
21021310,PES1015,5.4
22023149,PES1015,4.1
21021500,PES1015,5.1
22028335,PES1015,3.1
22028033,PES1015,3.9
21021094,PES1015,2.7
20020078,PES1015,10
22028246,PES1015,8.0
22028117,PES1015,8.3
22028069,PES1015,6.5
22021578,PES1015,1.4
19021060,PES1015,6.9
19020157,PES1015,6.6
22029098,PES1015,6.0
20021365,PES1015,5.5
22023180,PES1015,9.9
22028082,PES1015,4.4
21020046,PES1015,6.5
22029027,PES1015,3.9
21020587,PES1015,8.4
22024195,PES1015,9.4
20020905,PES1015,4.5
22028077,PES1015,9.8
22028237,PES1015,6.7
20021140,PES1015,8.6
22028049,PES1015,9.7
22021202,PES1015,6.7
22023112,PES1015,8.0
20020420,PES1015,4.5
21020078,PES1015,6.8
22028121,PES1015,4.9
22021170,PES1015,10
22029021,PES1015,2.3
22028288,PES1015,8.5
22029032,PES1015,3.7
20020108,PES1015,5.3
22028264,PES1015,8.0
22023163,PES1015,9.3
22028098,PES1015,2.9
21020443,PES1015,3.8
21020338,PES1015,7.6
22021178,PES1015,7.5
20020232,PES1015,10
21021326,PES1015,8.9
22028052,PES1015,4.2
22029024,PES1015,0.6
22028175,PES1015,4.1
21020693,PES1015,6.7
21020920,PES1015,3.6
22028030,PES1015,3.2
21020108,PES1015,0.1
22028105,PES1015,5.1
22022552,PES1015,5.1
20020585,PES1015,9.6
22028067,PES1015,4.4
22028065,PES1015,2.9
22028066,PES1015,7.9
22029010,PES1015,3.3
21020921,PES1015,2.9
20020428,PES1015,6.1
22028226,PES1015,6.7
21021509,PES1015,5.1
22029093,PES1015,5.1
21021511,PES1015,8.3
21021330,PES1015,4.4
22029008,PES1015,1.2
22028220,PES1015,6.9
20020911,PES1015,3.6
22028013,PES1015,4.5
22024125,PES1015,7.1
20020536,PES1015,4.0
21021100,PES1015,0.8
21020695,PES1015,3.9
22028235,PES1015,0
22028281,PES1015,6.6
22021544,PES1015,7.7
22021193,PES1015,8.9
22021215,PES1015,6.3
21020447,PES1015,7.9
22022184,PES1015,10
21020998,PES1015,9.4
22028269,PES1015,6.5
22029046,PES1015,1.1
22028277,PES1015,6.3
22029069,PES1015,6.3
22025210,PES1015,5.2
21021336,PES1015,0.4
21021000,PES1015,10
22025186,PES1015,6.5
20021013,PES1015,10
18020794,PES1015,1.5
22028251,PES1015,1.6
22029071,PES1015,3.5
21021338,PES1015,8.0
20021156,PES1015,3.1
22022101,PES1015,3.0
21021002,PES1015,4.8
22028227,PES1015,3.7
22021519,PES1015,4.0
22028152,PES1015,3.1
19020111,PES1015,7.3
21021105,PES1015,9.5
22026103,PES1015,4.0
22021557,PES1015,6.9
22025500,PES1015,6.9
22029018,PES1015,5.1
22028038,PES1015,0
21020256,PES1015,8.8
22029014,PES1015,10
22028140,PES1015,3.2
21021517,PES1015,10
22028089,PES1015,10
21021008,PES1015,8.4
22021526,PES1015,6.7
22021131,PES1015,6.4
22021504,PES1015,2.7
22022579,PES1015,10
21020697,PES1015,9.6
21021518,PES1015,2.6
22029026,PES1015,7.7
22029061,PES1015,3.2
22028294,PES1015,6.9
22028008,PES1015,9.8
20021162,PES1015,6.7
20020146,PES1015,8.0
21020109,PES1015,0
20020591,PES1015,1.5
22026528,PES1015,5.2
19021338,PES1015,4.1
22029036,PES1015,7.1
22028177,PES1015,7.0
21020040,PES1015,5.5
22029006,PES1015,7.5
22022618,PES1015,8.7
22023117,PES1015,5.3
20020918,PES1015,8.8
22029002,PES1015,9.9
20021558,PES1015,7.3
21020082,PES1015,5.1
20020024,PES1015,5.0
20021402,PES1015,5.1
22028320,PES1015,5.6
20020594,PES1015,9.5
19020735,PES1015,7.4
21020932,PES1015,3.2
20021026,PES1015,4.6
22028062,PES1015,4.5
20021563,PES1015,5.9
22022578,PES1015,9.9
22028249,PES1015,9.0
22028262,PES1015,9.1
20021408,PES1015,5.9
22021166,PES1015,7.3
22028167,PES1015,8.9
21021110,PES1015,6.8
22029075,PES1015,5.4
21020375,PES1015,9.5
22028164,PES1015,2.8
21021526,PES1015,8.9
21020128,PES1015,7.3
22028081,PES1015,7.9
22028309,PES1015,3.0
22027540,PES1015,4.6
22028059,PES1015,4.3
22022570,PES1015,7.6
22029005,PES1015,4.4
20021568,PES1015,2.7
22028284,PES1015,4.8
22022176,PES1015,9.7
22023177,PES1015,3.6
21020660,PES1015,8.6
22028286,PES1015,6.3
21020497,PES1015,1.7
20021039,PES1015,3.5
21021528,PES1015,9.2
22028104,PES1015,0
21021530,PES1015,2.5
21020592,PES1015,0
22028263,PES1015,5.2
22028146,PES1015,3.4
21020564,PES1015,10
20020116,PES1015,8.3
21020661,PES1015,3.9
20020552,PES1015,5.6
22028016,PES1015,7.2
22021153,PES1015,7.4
22028315,PES1015,0.7
22028316,PES1015,4.1
21021534,PES1015,4.6
22025119,PES1015,4.4
22025191,PES1015,9.1
22024116,PES1015,8.3
22028250,PES1015,2.8
21021536,PES1015,7.4
20021574,PES1015,5.3
22029033,PES1015,5.1
22023187,PES1015,3.1
20020466,PES1015,6.6
20021045,PES1015,6.0
22021156,PES1015,9.4
20021047,PES1015,4.2
22028241,PES1015,2.1
20021425,PES1015,5.9
22028088,PES1015,0
20021264,PES1015,7.8
22022615,PES1015,4.1
22028213,PES1015,5.7
21021538,PES1015,10
22028127,PES1015,5.8
20020927,PES1015,5.3
21021539,PES1015,5.8
20020599,PES1015,8.7
22028245,PES1015,6.6
20020714,PES1015,5.7
22028192,PES1015,9.8
22021574,PES1015,7.3
22028207,PES1015,10
21021030,PES1015,6.1
19021510,PES1015,5.8
20021053,PES1015,10
22028102,PES1015,9.8
20021181,PES1015,1.9
22029001,PES1015,3.0
21020094,PES1015,0
20020154,PES1015,3.6
22028305,PES1015,8.0
22026125,PES1015,7.4
20020264,PES1015,10
21020666,PES1015,2.5
21021543,PES1015,10
20021582,PES1015,7.6
22028050,PES1015,7.0
20020718,PES1015,1.1
21021370,PES1015,7.6
22021175,PES1015,3.1
20021060,PES1015,4.5
22029020,PES1015,5.9
22028182,PES1015,6.8
20021442,PES1015,0.6
19020765,PES1015,3.8
22028163,PES1015,4.6
21020877,PES1015,4.9
21020942,PES1015,8.1
22029073,PES1015,4.2
22028297,PES1015,0.5
22021197,PES1015,5.5
22028323,PES1015,9.6
20021194,PES1015,1.2
22025164,PES1015,6.2
20020606,PES1015,4.4
22029038,PES1015,3.8
21021046,PES1015,3.1
22025205,PES1015,8.2
22028208,PES1015,3.3
22028318,PES1015,5.9
22025147,PES1015,5.1
22028252,PES1015,1.9
22029013,PES1015,10
21020248,PES1015,3.0
22024548,PES1015,10
22029064,PES1015,4.7
22028165,PES1015,10
20020851,PES1015,6.4
22029099,PES1015,7.7
21020249,PES1015,10
22024102,PES1015,7.7
18020056,PES1015,7.1
21020880,PES1015,7.3
21020669,PES1015,5.1
21020946,PES1015,8.1
22028035,PES1015,4.5
22021205,PES1015,6.5
20020491,PES1015,2.0
22029044,PES1015,5.7
22028031,PES1015,1.8
20020179,PES1015,1.5
22028159,PES1015,8.9
22028126,PES1015,9.4
22029055,PES1015,4.7
22022210,PES1015,8.1
22028028,PES1015,3.7
22029022,PES1015,5.3
22029082,PES1015,3.3
22028137,PES1015,0
21020735,PES1015,10
21020237,PES1015,5.4
22028209,PES1015,10
21021386,PES1015,5.1
22028123,PES1015,0
20020737,PES1015,4.9
22026197,PES1015,1.1
20020497,PES1015,6.8
22022127,PES1015,3.8
22026551,PES1015,5.9
20020617,PES1015,7.2
21020399,PES1015,5.9
22022608,PES1015,7.9
20020619,PES1015,5.9
22028321,PES1015,6.3
21021249,PES1015,10
22029062,PES1015,3.2
22029031,PES1015,7.4
21020800,PES1015,3.6
22029101,PES1015,3.3
22028157,PES1015,1.2
20021477,PES1015,1.7
22023501,PES1015,3.6
22029058,PES1015,7.9
20020950,PES1015,4.4
22028068,PES1015,6.7
22023123,PES1015,8.0
22029067,PES1015,4.6
20020951,PES1015,5.7
22028336,PES1015,4.5
22024101,PES1015,6.3
21021068,PES1017,7.0
22023507,PES1017,5.8
22026548,PES1017,5.2
22028326,PES1017,9.0
22023142,PES1017,9.7
21020271,PES1017,10
20020277,PES1017,10
22029029,PES1017,7.6
21020952,PES1017,5.0
21021452,PES1017,8.7
21021552,PES1017,4.2
21020534,PES1017,10
21021553,PES1017,6.1
22028071,PES1017,1.2
22025546,PES1017,3.5
21020676,PES1017,0
21021453,PES1017,9.4
22027519,PES1017,10
22027553,PES1017,3.0
22028162,PES1017,5.6
22025130,PES1017,3.4
22022508,PES1017,8.2
22028074,PES1017,7.5
22022196,PES1017,10
22025138,PES1017,7.4
20020753,PES1017,6.1
